"","case","id","sex","deg","yrdeg","field","startyr","year","rank","admin","salary"
"16469",16469,1469,"M","PhD",66,"Other",69,86,"Full",0,3692
"16470",16470,1469,"M","PhD",66,"Other",69,87,"Full",0,3877
"16471",16471,1469,"M","PhD",66,"Other",69,88,"Full",0,3990
"16472",16472,1469,"M","PhD",66,"Other",69,89,"Full",0,4456
"16473",16473,1469,"M","PhD",66,"Other",69,90,"Full",0,4598
"16474",16474,1469,"M","PhD",66,"Other",69,91,"Full",0,4743
"16475",16475,1469,"M","PhD",66,"Other",69,92,"Full",0,4881
"16476",16476,1469,"M","PhD",66,"Other",69,93,"Full",0,4951
"16477",16477,1469,"M","PhD",66,"Other",69,94,"Full",0,4951
"16478",16478,1469,"M","PhD",66,"Other",69,95,"Full",0,5168
"16479",16479,1470,"M","PhD",69,"Other",69,76,"Assoc",0,1875
"16480",16480,1470,"M","PhD",69,"Other",69,77,"Assoc",0,2116
"16481",16481,1470,"M","PhD",69,"Other",69,78,"Assoc",0,2220
"16482",16482,1470,"M","PhD",69,"Other",69,79,"Assoc",0,2441.791
"16483",16483,1470,"M","PhD",69,"Other",69,80,"Assoc",0,2638
"16484",16484,1470,"M","PhD",69,"Other",69,81,"Assoc",0,2879
"16485",16485,1470,"M","PhD",69,"Other",69,82,"Assoc",0,2879
"16486",16486,1470,"M","PhD",69,"Other",69,83,"Assoc",0,3037
"16487",16487,1470,"M","PhD",69,"Other",69,84,"Assoc",0,3107
"16488",16488,1470,"M","PhD",69,"Other",69,85,"Assoc",0,3107
"16489",16489,1470,"M","PhD",69,"Other",69,86,"Assoc",0,3200
"16490",16490,1470,"M","PhD",69,"Other",69,87,"Assoc",0,3361
"16491",16491,1470,"M","PhD",69,"Other",69,88,"Assoc",0,3361
"16492",16492,1470,"M","PhD",69,"Other",69,89,"Assoc",0,3596
"16493",16493,1470,"M","PhD",69,"Other",69,90,"Assoc",0,3711
"16494",16494,1470,"M","PhD",69,"Other",69,91,"Assoc",0,3883
"16495",16495,1470,"M","PhD",69,"Other",69,92,"Assoc",0,3996
"16496",16496,1470,"M","PhD",69,"Other",69,93,"Assoc",0,4112
"16497",16497,1470,"M","PhD",69,"Other",69,94,"Assoc",0,4112
"16498",16498,1470,"M","PhD",69,"Other",69,95,"Assoc",0,4416
"16499",16499,1471,"M","PhD",73,"Other",87,87,"Full",0,3873
"16500",16500,1471,"M","PhD",73,"Other",87,88,"Full",0,4101
"16501",16501,1471,"M","PhD",73,"Other",87,89,"Full",0,4264
"16502",16502,1471,"M","PhD",73,"Other",87,90,"Full",0,4463
"16503",16503,1471,"M","PhD",73,"Other",87,91,"Full",0,4737
"16504",16504,1471,"M","PhD",73,"Other",87,92,"Full",0,4921
"16505",16505,1471,"M","PhD",73,"Other",87,93,"Full",0,5088
"16506",16506,1471,"M","PhD",73,"Other",87,94,"Full",0,5088
"16507",16507,1471,"M","PhD",73,"Other",87,95,"Full",0,5292
"16508",16508,1472,"M","PhD",90,"Other",90,90,"Assist",0,3078
"16509",16509,1472,"M","PhD",90,"Other",90,91,"Assist",0,3130
"16510",16510,1472,"M","PhD",90,"Other",90,92,"Assist",0,3509
"16511",16511,1472,"M","PhD",90,"Other",90,93,"Assist",0,3934
"16512",16512,1472,"M","PhD",90,"Other",90,94,"Assist",0,3934
"16513",16513,1472,"M","PhD",90,"Other",90,95,"Assist",0,4048
"16514",16514,1473,"M","PhD",89,"Arts",89,89,"Assist",0,3029
"16515",16515,1473,"M","PhD",89,"Arts",89,90,"Assist",0,3081
"16516",16516,1473,"M","PhD",89,"Arts",89,91,"Assist",0,3366
"16517",16517,1473,"M","PhD",89,"Arts",89,92,"Assist",0,3513
"16518",16518,1473,"M","PhD",89,"Arts",89,93,"Assist",0,3667
"16519",16519,1473,"M","PhD",89,"Arts",89,94,"Assoc",0,3939
"16520",16520,1473,"M","PhD",89,"Arts",89,95,"Assoc",0,4544
"16521",16521,1474,"F","PhD",77,"Arts",79,79,"Assist",0,1667
"16522",16522,1474,"F","PhD",77,"Arts",79,80,"Assist",0,1795
"16523",16523,1474,"F","PhD",77,"Arts",79,82,"Assist",0,2072
"16524",16524,1474,"F","PhD",77,"Arts",79,83,"Assist",0,2282
"16525",16525,1474,"F","PhD",77,"Arts",79,84,"Assist",0,2544
"16526",16526,1474,"F","PhD",77,"Arts",79,85,"Assoc",0,2617
"16527",16527,1474,"F","PhD",77,"Arts",79,86,"Assoc",0,2696
"16528",16528,1474,"F","PhD",77,"Arts",79,87,"Assoc",0,2831
"16529",16529,1474,"F","PhD",77,"Arts",79,88,"Assoc",0,3266
"16530",16530,1474,"F","PhD",77,"Arts",79,89,"Assoc",0,3596
"16531",16531,1474,"F","PhD",77,"Arts",79,90,"Assoc",0,3764
"16532",16532,1474,"F","PhD",77,"Arts",79,91,"Full",0,4544
"16533",16533,1474,"F","PhD",77,"Arts",79,92,"Full",0,4881
"16534",16534,1474,"F","PhD",77,"Arts",79,93,"Full",0,5022
"16535",16535,1474,"F","PhD",77,"Arts",79,94,"Full",0,5022
"16536",16536,1474,"F","PhD",77,"Arts",79,95,"Full",0,5242
"16537",16537,1475,"F","PhD",76,"Arts",87,87,"Assist",0,3361
"16538",16538,1475,"F","PhD",76,"Arts",87,88,"Assist",0,3361
"16539",16539,1475,"F","PhD",76,"Arts",87,89,"Assoc",0,3700
"16540",16540,1475,"F","PhD",76,"Arts",87,90,"Assoc",0,3986
"16541",16541,1475,"F","PhD",76,"Arts",87,91,"Full",0,4544
"16542",16542,1475,"F","PhD",76,"Arts",87,92,"Full",0,4881
"16543",16543,1475,"F","PhD",76,"Arts",87,93,"Full",1,5095
"16544",16544,1475,"F","PhD",76,"Arts",87,94,"Full",1,5794
"16545",16545,1475,"F","PhD",76,"Arts",87,95,"Full",1,6223
"16546",16546,1477,"M","PhD",87,"Other",94,94,"Assoc",0,4604
"16547",16547,1477,"M","PhD",87,"Other",94,95,"Assoc",0,4737
"16548",16548,1478,"F","PhD",84,"Other",90,90,"Assist",0,3217
"16549",16549,1478,"F","PhD",84,"Other",90,91,"Assist",0,3217
"16550",16550,1478,"F","PhD",84,"Other",90,92,"Assist",0,3938
"16551",16551,1478,"F","PhD",84,"Other",90,93,"Assoc",0,4106
"16552",16552,1478,"F","PhD",84,"Other",90,94,"Assoc",0,4106
"16553",16553,1478,"F","PhD",84,"Other",90,95,"Assoc",0,4348
"16554",16554,1479,"F","PhD",87,"Other",87,87,"Assist",0,3458
"16555",16555,1479,"F","PhD",87,"Other",87,88,"Assist",0,3508
"16556",16556,1479,"F","PhD",87,"Other",87,89,"Assist",0,3808
"16557",16557,1479,"F","PhD",87,"Other",87,90,"Assist",0,4043
"16558",16558,1479,"F","PhD",87,"Other",87,91,"Assist",0,4353
"16559",16559,1479,"F","PhD",87,"Other",87,92,"Assist",0,4610
"16560",16560,1479,"F","PhD",87,"Other",87,93,"Assoc",0,5318
"16561",16561,1479,"F","PhD",87,"Other",87,94,"Assoc",0,5022
"16562",16562,1479,"F","PhD",87,"Other",87,95,"Assoc",0,5318
"16563",16563,1480,"M","PhD",72,"Other",70,76,"Assoc",0,2303
"16564",16564,1480,"M","PhD",72,"Other",70,77,"Assoc",0,2591.045
"16565",16565,1480,"M","PhD",72,"Other",70,78,"Assoc",0,2768
"16566",16566,1480,"M","PhD",72,"Other",70,79,"Assoc",0,3109
"16567",16567,1480,"M","PhD",72,"Other",70,80,"Assoc",0,3334
"16568",16568,1480,"M","PhD",72,"Other",70,81,"Assoc",0,3723
"16569",16569,1480,"M","PhD",72,"Other",70,82,"Assoc",0,3943
"16570",16570,1480,"M","PhD",72,"Other",70,83,"Assoc",0,4160
"16571",16571,1480,"M","PhD",72,"Other",70,84,"Assoc",0,4505
"16572",16572,1480,"M","PhD",72,"Other",70,85,"Assoc",0,4505
"16573",16573,1480,"M","PhD",72,"Other",70,86,"Assoc",0,4641
"16574",16574,1480,"M","PhD",72,"Other",70,87,"Assoc",0,4874
"16575",16575,1480,"M","PhD",72,"Other",70,88,"Assoc",0,4944
"16576",16576,1480,"M","PhD",72,"Other",70,89,"Assoc",0,5215
"16577",16577,1480,"M","PhD",72,"Other",70,90,"Assoc",0,5458
"16578",16578,1480,"M","PhD",72,"Other",70,91,"Assoc",0,5794
"16579",16579,1480,"M","PhD",72,"Other",70,92,"Assoc",0,5962
"16580",16580,1480,"M","PhD",72,"Other",70,93,"Assoc",0,6135
"16581",16581,1480,"M","PhD",72,"Other",70,94,"Assoc",0,6135
"16582",16582,1480,"M","PhD",72,"Other",70,95,"Assoc",0,6404
"16583",16583,1481,"M","PhD",92,"Other",93,93,"Assoc",0,5712
"16584",16584,1481,"M","PhD",92,"Other",93,94,"Assoc",0,5712
"16585",16585,1481,"M","PhD",92,"Other",93,95,"Assoc",0,5962
"16586",16586,1482,"M","PhD",66,"Other",66,76,"Assoc",0,1719
"16587",16587,1482,"M","PhD",66,"Other",66,77,"Assoc",0,1831
"16588",16588,1482,"M","PhD",66,"Other",66,78,"Assoc",0,1919
"16589",16589,1482,"M","PhD",66,"Other",66,79,"Assoc",0,2136
"16590",16590,1482,"M","PhD",66,"Other",66,80,"Assoc",0,2291
"16591",16591,1482,"M","PhD",66,"Other",66,81,"Assoc",0,2457
"16592",16592,1482,"M","PhD",66,"Other",66,82,"Assoc",0,2457
"16593",16593,1482,"M","PhD",66,"Other",66,83,"Assoc",0,2706
"16594",16594,1482,"M","PhD",66,"Other",66,84,"Assoc",0,2889
"16595",16595,1482,"M","PhD",66,"Other",66,85,"Assoc",0,2889
"16596",16596,1482,"M","PhD",66,"Other",66,86,"Assoc",0,2976
"16597",16597,1482,"M","PhD",66,"Other",66,87,"Assoc",0,3126
"16598",16598,1482,"M","PhD",66,"Other",66,88,"Assoc",0,3263
"16599",16599,1482,"M","PhD",66,"Other",66,89,"Assoc",0,3592
"16600",16600,1482,"M","PhD",66,"Other",66,90,"Assoc",0,3706
"16601",16601,1482,"M","PhD",66,"Other",66,91,"Assoc",0,3769
"16602",16602,1482,"M","PhD",66,"Other",66,92,"Assoc",0,3878
"16603",16603,1482,"M","PhD",66,"Other",66,93,"Assoc",0,3878
"16604",16604,1482,"M","PhD",66,"Other",66,94,"Assoc",0,3878
"16605",16605,1482,"M","PhD",66,"Other",66,95,"Assoc",0,3934
"16606",16606,1483,"F","PhD",72,"Other",73,76,"Assist",0,1946.392
"16607",16607,1483,"F","PhD",72,"Other",73,77,"Assist",0,2140
"16608",16608,1483,"F","PhD",72,"Other",73,78,"Assist",0,2286
"16609",16609,1483,"F","PhD",72,"Other",73,79,"Assoc",0,2640
"16610",16610,1483,"F","PhD",72,"Other",73,80,"Assoc",0,2880
"16611",16611,1483,"F","PhD",72,"Other",73,81,"Assoc",0,3228
"16612",16612,1483,"F","PhD",72,"Other",73,82,"Assoc",0,3369
"16613",16613,1483,"F","PhD",72,"Other",73,83,"Assoc",0,3553.731
"16614",16614,1483,"F","PhD",72,"Other",73,84,"Assoc",0,3962
"16615",16615,1483,"F","PhD",72,"Other",73,85,"Assoc",0,3962
"16616",16616,1483,"F","PhD",72,"Other",73,86,"Assoc",0,4081
"16617",16617,1483,"F","PhD",72,"Other",73,87,"Assoc",0,4285
"16618",16618,1483,"F","PhD",72,"Other",73,88,"Assoc",0,4473
"16619",16619,1483,"F","PhD",72,"Other",73,89,"Assoc",0,4925
"16620",16620,1483,"F","PhD",72,"Other",73,90,"Assoc",0,5229
"16621",16621,1483,"F","PhD",72,"Other",73,91,"Assoc",0,5551
"16622",16622,1483,"F","PhD",72,"Other",73,92,"Full",0,6048
"16623",16623,1483,"F","PhD",72,"Other",73,93,"Full",0,6223
"16624",16624,1483,"F","PhD",72,"Other",73,94,"Full",0,6223
"16625",16625,1483,"F","PhD",72,"Other",73,95,"Full",0,6590
"16626",16626,1484,"M","PhD",83,"Other",89,89,"Assist",0,3344
"16627",16627,1484,"M","PhD",83,"Other",89,90,"Assist",0,3450
"16628",16628,1484,"M","PhD",83,"Other",89,91,"Assist",0,3663
"16629",16629,1484,"M","PhD",83,"Other",89,92,"Assist",0,3769
"16630",16630,1484,"M","PhD",83,"Other",89,93,"Assist",0,3878
"16631",16631,1484,"M","PhD",83,"Other",89,94,"Assist",0,4225
"16632",16632,1484,"M","PhD",83,"Other",89,95,"Assoc",0,4474
"16633",16633,1485,"F","PhD",92,"Prof",95,95,"Assist",0,5168
"16634",16634,1486,"M","PhD",63,"Prof",69,76,"Full",0,2160
"16635",16635,1486,"M","PhD",63,"Prof",69,77,"Full",0,2419
"16636",16636,1486,"M","PhD",63,"Prof",69,78,"Full",0,2489.552
"16637",16637,1486,"M","PhD",63,"Prof",69,79,"Full",0,2805
"16638",16638,1486,"M","PhD",63,"Prof",69,80,"Full",0,3011
"16639",16639,1486,"M","PhD",63,"Prof",69,81,"Full",0,3322
"16640",16640,1486,"M","PhD",63,"Prof",69,82,"Full",0,3322
"16641",16641,1486,"M","PhD",63,"Prof",69,83,"Full",0,3605
"16642",16642,1486,"M","PhD",63,"Prof",69,84,"Full",0,3742
"16643",16643,1486,"M","PhD",63,"Prof",69,85,"Full",0,3742
"16644",16644,1486,"M","PhD",63,"Prof",69,86,"Full",0,3854
"16645",16645,1486,"M","PhD",63,"Prof",69,87,"Full",0,4047
"16646",16646,1486,"M","PhD",63,"Prof",69,88,"Full",0,4105
"16647",16647,1486,"M","PhD",63,"Prof",69,89,"Full",0,5068
"16648",16648,1486,"M","PhD",63,"Prof",69,90,"Full",0,5229
"16649",16649,1486,"M","PhD",63,"Prof",69,91,"Full",0,5394
"16650",16650,1486,"M","PhD",63,"Prof",69,92,"Full",0,5551
"16651",16651,1486,"M","PhD",63,"Prof",69,93,"Full",0,5551
"16652",16652,1486,"M","PhD",63,"Prof",69,94,"Full",0,5551
"16653",16653,1486,"M","PhD",63,"Prof",69,95,"Full",0,5631
"16654",16654,1487,"M","PhD",72,"Other",74,76,"Assist",0,1760
"16655",16655,1487,"M","PhD",72,"Other",74,77,"Assist",0,1940
"16656",16656,1487,"M","PhD",72,"Other",74,78,"Assist",0,2034
"16657",16657,1487,"M","PhD",72,"Other",74,79,"Assist",0,2256
"16658",16658,1487,"M","PhD",72,"Other",74,80,"Assist",0,2427
"16659",16659,1487,"M","PhD",72,"Other",74,87,"Assoc",0,4160
"16660",16660,1487,"M","PhD",72,"Other",74,88,"Assoc",0,4405
"16661",16661,1487,"M","PhD",72,"Other",74,89,"Assoc",0,4919
"16662",16662,1487,"M","PhD",72,"Other",74,90,"Assoc",0,5374
"16663",16663,1487,"M","PhD",72,"Other",74,91,"Assoc",0,5624
"16664",16664,1487,"M","PhD",72,"Other",74,92,"Assoc",0,5787
"16665",16665,1487,"M","PhD",72,"Other",74,93,"Assoc",0,5955
"16666",16666,1487,"M","PhD",72,"Other",74,94,"Assoc",0,5955
"16667",16667,1487,"M","PhD",72,"Other",74,95,"Assoc",0,6127
"16668",16668,1488,"M","PhD",64,"Prof",64,76,"Assoc",0,2160
"16669",16669,1488,"M","PhD",64,"Prof",64,77,"Assoc",0,2378
"16670",16670,1488,"M","PhD",64,"Prof",64,78,"Assoc",0,2460
"16671",16671,1488,"M","PhD",64,"Prof",64,79,"Assoc",0,2671
"16672",16672,1488,"M","PhD",64,"Prof",64,80,"Assoc",0,2824
"16673",16673,1488,"M","PhD",64,"Prof",64,81,"Assoc",0,3092
"16674",16674,1488,"M","PhD",64,"Prof",64,82,"Assoc",0,3092
"16675",16675,1488,"M","PhD",64,"Prof",64,83,"Assoc",0,3873
"16676",16676,1488,"M","PhD",64,"Prof",64,84,"Assoc",0,4077
"16677",16677,1488,"M","PhD",64,"Prof",64,85,"Assoc",0,4077
"16678",16678,1488,"M","PhD",64,"Prof",64,86,"Assoc",0,4199
"16679",16679,1488,"M","PhD",64,"Prof",64,87,"Assoc",0,4410
"16680",16680,1488,"M","PhD",64,"Prof",64,88,"Full",0,4603
"16681",16681,1488,"M","PhD",64,"Prof",64,89,"Full",0,5215
"16682",16682,1488,"M","PhD",64,"Prof",64,90,"Full",0,5947
"16683",16683,1488,"M","PhD",64,"Prof",64,91,"Full",0,6135
"16684",16684,1488,"M","PhD",64,"Prof",64,92,"Full",0,6313
"16685",16685,1488,"M","PhD",64,"Prof",64,93,"Full",0,6496
"16686",16686,1488,"M","PhD",64,"Prof",64,94,"Full",0,6496
"16687",16687,1488,"M","PhD",64,"Prof",64,95,"Full",0,6590
"16688",16688,1489,"F","PhD",91,"Other",92,92,"Assist",0,3559
"16689",16689,1489,"F","PhD",91,"Other",92,93,"Assist",0,3715
"16690",16690,1489,"F","PhD",91,"Other",92,94,"Assist",0,3715
"16691",16691,1489,"F","PhD",91,"Other",92,95,"Assist",0,4106
"16692",16692,1490,"M","PhD",60,"Other",64,76,"Full",0,2810
"16693",16693,1490,"M","PhD",60,"Other",64,77,"Full",0,3156
"16694",16694,1490,"M","PhD",60,"Other",64,78,"Full",0,3294
"16695",16695,1490,"M","PhD",60,"Other",64,79,"Full",0,3556
"16696",16696,1490,"M","PhD",60,"Other",64,80,"Full",0,3750
"16697",16697,1490,"M","PhD",60,"Other",64,81,"Full",0,4000
"16698",16698,1490,"M","PhD",60,"Other",64,83,"Full",0,4220
"16699",16699,1490,"M","PhD",60,"Other",64,84,"Full",0,4317
"16700",16700,1490,"M","PhD",60,"Other",64,85,"Full",0,4317
"16701",16701,1490,"M","PhD",60,"Other",64,86,"Full",0,4446
"16702",16702,1490,"M","PhD",60,"Other",64,87,"Full",0,4669
"16703",16703,1490,"M","PhD",60,"Other",64,88,"Full",0,4874
"16704",16704,1490,"M","PhD",60,"Other",64,89,"Full",0,5215
"16705",16705,1490,"M","PhD",60,"Other",64,90,"Full",0,5458
"16706",16706,1490,"M","PhD",60,"Other",64,91,"Full",0,5712
"16707",16707,1490,"M","PhD",60,"Other",64,92,"Full",0,5794
"16708",16708,1490,"M","PhD",60,"Other",64,93,"Full",0,5878
"16709",16709,1490,"M","PhD",60,"Other",64,94,"Full",0,5878
"16710",16710,1490,"M","PhD",60,"Other",64,95,"Full",0,5962
"16711",16711,1491,"M","PhD",60,"Other",61,76,"Full",0,3656
"16712",16712,1491,"M","PhD",60,"Other",61,77,"Full",0,3966
"16713",16713,1491,"M","PhD",60,"Other",61,78,"Full",0,4066
"16714",16714,1491,"M","PhD",60,"Other",61,79,"Full",0,4482
"16715",16715,1491,"M","PhD",60,"Other",61,80,"Full",0,4775
"16716",16716,1491,"M","PhD",60,"Other",61,81,"Full",0,5248
"16717",16717,1491,"M","PhD",60,"Other",61,82,"Full",0,5478
"16718",16718,1491,"M","PhD",60,"Other",61,83,"Full",0,5779
"16719",16719,1491,"M","PhD",60,"Other",61,84,"Full",0,6350
"16720",16720,1491,"M","PhD",60,"Other",61,85,"Full",0,6350
"16721",16721,1491,"M","PhD",60,"Other",61,86,"Full",0,6925
"16722",16722,1491,"M","PhD",60,"Other",61,87,"Full",0,7272
"16723",16723,1491,"M","PhD",60,"Other",61,88,"Full",0,7377
"16724",16724,1491,"M","PhD",60,"Other",61,89,"Full",0,7781
"16725",16725,1491,"M","PhD",60,"Other",61,90,"Full",0,8145
"16726",16726,1491,"M","PhD",60,"Other",61,91,"Full",0,8646
"16727",16727,1491,"M","PhD",60,"Other",61,92,"Full",0,8646
"16728",16728,1491,"M","PhD",60,"Other",61,93,"Full",0,8770
"16729",16729,1491,"M","PhD",60,"Other",61,94,"Full",0,8770
"16730",16730,1491,"M","PhD",60,"Other",61,95,"Full",0,8896
"16731",16731,1492,"M","PhD",57,"Prof",70,76,"Full",1,2936
"16732",16732,1492,"M","PhD",57,"Prof",70,77,"Full",1,3302
"16733",16733,1492,"M","PhD",57,"Prof",70,78,"Full",1,3481
"16734",16734,1492,"M","PhD",57,"Prof",70,79,"Full",1,3856
"16735",16735,1492,"M","PhD",57,"Prof",70,80,"Full",1,4169
"16736",16736,1492,"M","PhD",57,"Prof",70,81,"Full",0,4615
"16737",16737,1492,"M","PhD",57,"Prof",70,82,"Full",1,4817
"16738",16738,1492,"M","PhD",57,"Prof",70,83,"Full",0,5305
"16739",16739,1492,"M","PhD",57,"Prof",70,84,"Full",0,5746
"16740",16740,1492,"M","PhD",57,"Prof",70,85,"Full",1,5746
"16741",16741,1492,"M","PhD",57,"Prof",70,86,"Full",0,6925
"16742",16742,1492,"M","PhD",57,"Prof",70,87,"Full",0,7272
"16743",16743,1492,"M","PhD",57,"Prof",70,88,"Full",0,7483
"16744",16744,1492,"M","PhD",57,"Prof",70,89,"Full",0,8122
"16745",16745,1492,"M","PhD",57,"Prof",70,90,"Full",0,9396
"16746",16746,1492,"M","PhD",57,"Prof",70,91,"Full",0,9833
"16747",16747,1492,"M","PhD",57,"Prof",70,92,"Full",0,10118
"16748",16748,1492,"M","PhD",57,"Prof",70,93,"Full",0,10411
"16749",16749,1492,"M","PhD",57,"Prof",70,94,"Full",0,10411
"16750",16750,1492,"M","PhD",57,"Prof",70,95,"Full",0,10867
"16751",16751,1493,"F","PhD",77,"Other",89,89,"Assoc",0,3296
"16752",16752,1493,"F","PhD",77,"Other",89,90,"Assoc",0,3653
"16753",16753,1493,"F","PhD",77,"Other",89,91,"Assoc",0,3991
"16754",16754,1493,"F","PhD",77,"Other",89,92,"Assoc",0,4147
"16755",16755,1493,"F","PhD",77,"Other",89,93,"Assoc",0,4286
"16756",16756,1493,"F","PhD",77,"Other",89,94,"Assoc",0,4286
"16757",16757,1493,"F","PhD",77,"Other",89,95,"Assoc",0,4604
"16758",16758,1494,"M","PhD",69,"Prof",73,76,"Assoc",0,1948
"16759",16759,1494,"M","PhD",69,"Prof",73,77,"Assoc",0,2180
"16760",16760,1494,"M","PhD",69,"Prof",73,79,"Assoc",0,2759
"16761",16761,1494,"M","PhD",69,"Prof",73,80,"Full",0,3058
"16762",16762,1494,"M","PhD",69,"Prof",73,81,"Full",0,3517
"16763",16763,1494,"M","PhD",69,"Prof",73,82,"Full",0,3887
"16764",16764,1494,"M","PhD",69,"Prof",73,83,"Full",0,4797.333
"16765",16765,1494,"M","PhD",69,"Prof",73,84,"Full",1,5585
"16766",16766,1494,"M","PhD",69,"Prof",73,85,"Full",1,5585
"16767",16767,1494,"M","PhD",69,"Prof",73,86,"Full",0,6730
"16768",16768,1494,"M","PhD",69,"Prof",73,87,"Full",0,7924
"16769",16769,1494,"M","PhD",69,"Prof",73,88,"Full",0,8038
"16770",16770,1494,"M","PhD",69,"Prof",73,89,"Full",0,8849
"16771",16771,1494,"M","PhD",69,"Prof",73,90,"Full",0,9949
"16772",16772,1494,"M","PhD",69,"Prof",73,91,"Full",0,10561
"16773",16773,1494,"M","PhD",69,"Prof",73,92,"Full",0,11024
"16774",16774,1494,"M","PhD",69,"Prof",73,93,"Full",0,11343
"16775",16775,1494,"M","PhD",69,"Prof",73,94,"Full",0,10118
"16776",16776,1494,"M","PhD",69,"Prof",73,95,"Full",0,10411
"16777",16777,1495,"M","PhD",56,"Prof",80,80,"Full",0,3070
"16778",16778,1495,"M","PhD",56,"Prof",80,81,"Full",0,3512
"16779",16779,1495,"M","PhD",56,"Prof",80,82,"Full",0,4358
"16780",16780,1495,"M","PhD",56,"Prof",80,83,"Full",0,4664
"16781",16781,1495,"M","PhD",56,"Prof",80,84,"Full",0,4908
"16782",16782,1495,"M","PhD",56,"Prof",80,85,"Full",0,4908
"16783",16783,1495,"M","PhD",56,"Prof",80,86,"Full",0,5509
"16784",16784,1495,"M","PhD",56,"Prof",80,87,"Full",0,5786
"16785",16785,1495,"M","PhD",56,"Prof",80,88,"Full",0,5786
"16786",16786,1495,"M","PhD",56,"Prof",80,89,"Full",0,6103
"16787",16787,1495,"M","PhD",56,"Prof",80,90,"Full",0,6668
"16788",16788,1495,"M","PhD",56,"Prof",80,91,"Full",0,6977
"16789",16789,1495,"M","PhD",56,"Prof",80,92,"Full",0,7283
"16790",16790,1495,"M","PhD",56,"Prof",80,93,"Full",0,7494
"16791",16791,1495,"M","PhD",56,"Prof",80,94,"Full",0,7494
"16792",16792,1495,"M","PhD",56,"Prof",80,95,"Full",0,7712
"16793",16793,1496,"M","PhD",76,"Prof",79,79,"Assoc",0,2448
"16794",16794,1496,"M","PhD",76,"Prof",79,80,"Assoc",0,2590
"16795",16795,1496,"M","PhD",76,"Prof",79,81,"Assoc",0,2960
"16796",16796,1496,"M","PhD",76,"Prof",79,82,"Assoc",0,3413
"16797",16797,1496,"M","PhD",76,"Prof",79,83,"Assoc",0,4160
"16798",16798,1496,"M","PhD",76,"Prof",79,84,"Assoc",0,4378
"16799",16799,1496,"M","PhD",76,"Prof",79,85,"Assoc",0,4505
"16800",16800,1496,"M","PhD",76,"Prof",79,86,"Assoc",0,5354
"16801",16801,1496,"M","PhD",76,"Prof",79,87,"Assoc",0,5623
"16802",16802,1496,"M","PhD",76,"Prof",79,88,"Assoc",0,5703
"16803",16803,1496,"M","PhD",76,"Prof",79,89,"Assoc",0,6103
"16804",16804,1496,"M","PhD",76,"Prof",79,90,"Assoc",0,6573
"16805",16805,1496,"M","PhD",76,"Prof",79,91,"Assoc",0,6977
"16806",16806,1496,"M","PhD",76,"Prof",79,92,"Assoc",0,7283
"16807",16807,1496,"M","PhD",76,"Prof",79,93,"Assoc",0,7602
"16808",16808,1496,"M","PhD",76,"Prof",79,94,"Assoc",0,7602
"16809",16809,1496,"M","PhD",76,"Prof",79,95,"Assoc",0,7823
"16810",16810,1497,"F","Other",77,"Other",82,82,"Assist",0,2132
"16811",16811,1497,"F","Other",77,"Other",82,83,"Assist",0,2382
"16812",16812,1497,"F","Other",77,"Other",82,84,"Assist",0,2581
"16813",16813,1497,"F","Other",77,"Other",82,85,"Assist",0,2581
"16814",16814,1497,"F","Other",77,"Other",82,86,"Assist",0,2855
"16815",16815,1497,"F","Other",77,"Other",82,87,"Assist",1,2998
"16816",16816,1497,"F","Other",77,"Other",82,88,"Assoc",0,3266
"16817",16817,1497,"F","Other",77,"Other",82,89,"Assoc",0,3863
"16818",16818,1497,"F","Other",77,"Other",82,90,"Assoc",0,4220
"16819",16819,1497,"F","Other",77,"Other",82,91,"Assoc",0,4812
"16820",16820,1497,"F","Other",77,"Other",82,92,"Assoc",0,5168
"16821",16821,1497,"F","Other",77,"Other",82,93,"Assoc",0,5318
"16822",16822,1497,"F","Other",77,"Other",82,94,"Assoc",0,5318
"16823",16823,1497,"F","Other",77,"Other",82,95,"Full",0,5794
"16824",16824,1499,"F","Other",84,"Arts",93,93,"Assist",0,3939
"16825",16825,1499,"F","Other",84,"Arts",93,94,"Assist",0,3939
"16826",16826,1499,"F","Other",84,"Arts",93,95,"Assist",0,4053
"16827",16827,1500,"F","Other",79,"Other",89,89,"Assist",0,3596
"16828",16828,1500,"F","Other",79,"Other",89,90,"Assist",0,3711
"16829",16829,1500,"F","Other",79,"Other",89,91,"Assist",0,3996
"16830",16830,1500,"F","Other",79,"Other",89,92,"Assist",0,4292
"16831",16831,1500,"F","Other",79,"Other",89,93,"Assoc",0,4881
"16832",16832,1500,"F","Other",79,"Other",89,94,"Assoc",0,4881
"16833",16833,1500,"F","Other",79,"Other",89,95,"Assoc",0,5095
"16834",16834,1502,"F","Other",86,"Arts",93,93,"Assist",0,3939
"16835",16835,1502,"F","Other",86,"Arts",93,94,"Assist",0,3939
"16836",16836,1502,"F","Other",86,"Arts",93,95,"Assist",0,4053
"16837",16837,1503,"F","Other",72,"Arts",84,84,"Assoc",0,3688.06
"16838",16838,1503,"F","Other",72,"Arts",84,85,"Assoc",0,3688.06
"16839",16839,1503,"F","Other",72,"Arts",84,86,"Assoc",0,3798.507
"16840",16840,1503,"F","Other",72,"Arts",84,87,"Full",0,4104.478
"16841",16841,1503,"F","Other",72,"Arts",84,88,"Full",0,4104.478
